minute,rmssd,coverage,hf,lf
2024-02-02T01:25:00.000,27.272,0.845,169.418,277.898
2024-02-02T01:30:00.000,36.967,0.994,445.799,678.892
2024-02-02T01:35:00.000,40.832,0.985,746.646,411.168
2024-02-02T01:40:00.000,36.915,1.004,558.168,588.284
2024-02-02T01:45:00.000,39.923,1.001,593.189,330.509
2024-02-02T01:50:00.000,36.356,1.006,682.739,223.506
2024-02-02T01:55:00.000,32.822,1.003,491.485,289.107
2024-02-02T02:00:00.000,37.075,1.001,562.602,280.617
2024-02-02T02:05:00.000,21.745,0.73,116.789,204.709
2024-02-02T02:10:00.000,26.726,0.995,302.473,534.407
2024-02-02T02:15:00.000,21.921,0.876,155.998,867.968
2024-02-02T02:20:00.000,25.328,1.001,299.841,582.966
2024-02-02T02:25:00.000,30.692,0.952,348.097,776.815
2024-02-02T02:30:00.000,30.794,0.868,388.752,2246.342
2024-02-02T02:35:00.000,27.244,0.996,368.799,377.879
2024-02-02T02:40:00.000,39.968,1.004,718.9,443.552
2024-02-02T02:45:00.000,41.787,1.003,649.993,417.216
2024-02-02T02:50:00.000,44.82,1.005,879.758,318.514
2024-02-02T02:55:00.000,48.626,1.002,942.046,474.487
2024-02-02T03:00:00.000,54.086,1.003,1147.332,415.479
2024-02-02T03:05:00.000,61.261,0.8300000000000001,1527.067,767.152
2024-02-02T03:10:00.000,42.782,0.776,469.338,338.9
2024-02-02T03:15:00.000,62.985,1.004,1409.564,413.442
2024-02-02T03:20:00.000,64.06,1.003,1305.409,634.338
2024-02-02T03:25:00.000,67.667,1.001,1552.735,713.654
2024-02-02T03:30:00.000,71.154,1.005,1577.504,576.954
2024-02-02T03:35:00.000,59.95,0.981,1309.599,544.944
2024-02-02T03:40:00.000,43.646,0.7020000000000001,231.684,566.424
2024-02-02T03:45:00.000,24.358,0.991,117.937,505.027
2024-02-02T03:50:00.000,35.49,0.943,398.319,819.465
2024-02-02T03:55:00.000,35.378,0.938,301.555,1343.762
2024-02-02T04:00:00.000,36.293,0.909,619.338,1879.717
2024-02-02T04:05:00.000,66.834,0.94,1843.765,1883.239
2024-02-02T04:10:00.000,57.526,0.878,1052.551,1432.435
2024-02-02T04:15:00.000,58.427,1.004,1210.61,1351.813
2024-02-02T04:20:00.000,53.042,1.004,750.411,761.482
2024-02-02T04:25:00.000,55.863,0.942,1014.44,739.413
2024-02-02T04:30:00.000,68.557,1.003,1735.626,904.889
2024-02-02T04:35:00.000,64.899,0.946,1217.943,650.766
2024-02-02T04:40:00.000,56.768,0.929,1250.528,790.904
2024-02-02T04:45:00.000,64.697,0.889,1344.127,3174.488
2024-02-02T04:50:00.000,66.078,0.894,1007.423,4509.049
2024-02-02T04:55:00.000,70.942,0.85,1699.511,3890.416
2024-02-02T05:00:00.000,64.875,0.911,1352.182,1629.462
2024-02-02T05:05:00.000,84.908,0.932,1580.919,5118.042
2024-02-02T05:10:00.000,74.73,0.866,1657.938,2312.378
2024-02-02T05:15:00.000,77.614,0.958,1642.225,1732.701
2024-02-02T05:20:00.000,82.467,0.899,2011.766,3635.456
2024-02-02T05:25:00.000,73.04,0.905,1554.88,3423.146
2024-02-02T05:30:00.000,89.564,0.911,1705.544,1974.593
2024-02-02T05:35:00.000,85.575,0.939,1523.519,3133.111
2024-02-02T05:40:00.000,97.917,0.981,2426.383,2577.523
2024-02-02T05:45:00.000,85.65,1.004,2301.763,2153.132
2024-02-02T05:50:00.000,79.666,0.911,1303.169,2576.716
2024-02-02T05:55:00.000,73.49,0.935,1803.252,2172.505
2024-02-02T06:00:00.000,80.256,0.932,2766.77,3017.088
2024-02-02T06:05:00.000,68.561,1.004,1497.729,1878.984
2024-02-02T06:10:00.000,70.243,0.997,1663.475,1042.711
2024-02-02T06:15:00.000,75.608,1.002,1466.466,1385.406
2024-02-02T06:20:00.000,68.831,0.927,1220.048,1596.952
2024-02-02T06:25:00.000,70.804,0.74,1038.218,1494.472
2024-02-02T06:30:00.000,80.206,0.74,1505.595,1652.775
2024-02-02T22:55:00.000,45.498,0.941,616.709,759.453
2024-02-02T23:00:00.000,58.906,1.005,1392.494,638.996
2024-02-02T23:05:00.000,64.231,1.001,1435.644,899.749
2024-02-02T23:10:00.000,60.89,1.004,1212.126,638.84
2024-02-02T23:15:00.000,60.048,1.005,1440.186,894.686
2024-02-02T23:20:00.000,53.565,1.004,893.6,455.743
2024-02-02T23:25:00.000,46.68,0.935,500.491,3113.065
2024-02-02T23:30:00.000,51.796,1.004,931.772,744.045
2024-02-02T23:35:00.000,47.973,1.002,842.835,439.825
2024-02-02T23:40:00.000,46.891,1.002,719.093,597.05
2024-02-02T23:45:00.000,48.834,0.996,753.256,519.44
2024-02-02T23:50:00.000,57.54,1.003,1119.852,324.232
2024-02-02T23:55:00.000,58.229,1.003,1407.253,336.319
2024-02-03T00:00:00.000,56.782,0.99,1002.633,1324.007
2024-02-03T00:05:00.000,64.432,1.003,1358.798,732.972
2024-02-03T00:10:00.000,64.419,1.003,1287.159,738.796
2024-02-03T00:15:00.000,67.33,0.888,1432.245,727.151
2024-02-03T00:20:00.000,31.14,0.919,275.778,1164.556
2024-02-03T00:25:00.000,20.969,1.003,123.535,783.887
2024-02-03T00:30:00.000,27.548,0.943,245.409,635.713
2024-02-03T00:35:00.000,50.055,1.002,847.515,1587.191
2024-02-03T00:40:00.000,35.463,1.005,400.007,1005.971
2024-02-03T00:45:00.000,56.456,0.966,989.689,781.858
2024-02-03T00:50:00.000,59.641,1.004,1107.949,938.345
2024-02-03T00:55:00.000,71.736,0.939,1791.181,585.414
2024-02-03T01:00:00.000,57.807,0.997,1174.746,1380.912
2024-02-03T01:05:00.000,56.903,1.004,1130.363,973.339
2024-02-03T01:10:00.000,67.01,1.003,1420.577,635.551
2024-02-03T01:15:00.000,69.508,1.005,1576.189,1300.078
2024-02-03T01:20:00.000,61.177,0.89,818.455,1523.157
2024-02-03T01:25:00.000,69.755,1.005,1741.063,483.352
2024-02-03T01:30:00.000,63.008,0.919,818.924,5648.081
2024-02-03T01:35:00.000,74.288,0.917,1154.849,1151.474
2024-02-03T01:40:00.000,84.625,0.994,2088.118,2121.962
2024-02-03T01:45:00.000,66.535,0.98,1044.645,3379.555
2024-02-03T02:00:00.000,71.876,0.8290000000000001,1093.797,2047.918
2024-02-03T02:15:00.000,73.691,0.945,1274.022,1463.008
2024-02-03T02:20:00.000,80.919,0.934,2114.907,1802.125
2024-02-03T02:25:00.000,73.897,1.004,1897.443,581.111
2024-02-03T02:30:00.000,84.081,1.002,2480.962,878.16
2024-02-03T02:35:00.000,86.506,1.003,2368.373,1199.189
2024-02-03T02:40:00.000,66.731,0.946,1084.224,836.951
2024-02-03T02:45:00.000,72.888,1.002,1353.182,886.017
2024-02-03T02:50:00.000,74.34,0.991,1679.57,1482.345
2024-02-03T02:55:00.000,70.771,0.995,1559.451,987.043
2024-02-03T03:00:00.000,79.2,1.004,2273.891,1439.365
2024-02-03T03:05:00.000,65.83,0.949,955.956,2164.296
2024-02-03T03:10:00.000,58.556,1.0,988.103,1569.155
2024-02-03T03:15:00.000,57.717,0.999,1033.64,2795.613
2024-02-03T03:20:00.000,60.729,0.916,1278.588,1740.624
2024-02-03T03:25:00.000,54.07,0.884,845.682,1984.202
2024-02-03T03:30:00.000,43.252,0.926,629.948,1153.718
2024-02-03T03:35:00.000,63.429,0.989,1176.716,1346.982
2024-02-03T03:40:00.000,52.217,0.966,885.839,1479.858
2024-02-03T03:45:00.000,44.429,1.002,819.222,2329.297
2024-02-03T03:50:00.000,45.405,1.004,803.8,787.42
2024-02-03T03:55:00.000,41.109,0.897,549.816,710.058
2024-02-03T04:00:00.000,54.892,0.889,938.619,748.105
2024-02-03T04:05:00.000,57.805,1.003,1104.713,751.765
2024-02-03T04:10:00.000,48.937,1.002,946.306,659.212
2024-02-03T04:20:00.000,61.418,1.003,1478.059,1126.44
2024-02-03T04:25:00.000,64.415,0.997,1703.599,896.31
2024-02-03T04:30:00.000,62.078,0.961,1193.927,4202.368
2024-02-03T04:35:00.000,67.598,1.003,1670.339,873.527
2024-02-03T04:40:00.000,60.368,0.937,1055.42,537.859
2024-02-03T04:45:00.000,59.703,1.003,1235.237,926.311
2024-02-03T04:50:00.000,55.494,0.949,725.37,2257.385
2024-02-03T04:55:00.000,49.491,0.981,716.327,2195.186
2024-02-03T05:00:00.000,31.623,0.909,217.067,945.596
2024-02-03T05:05:00.000,67.946,0.915,1207.847,1811.744
2024-02-03T05:10:00.000,61.918,0.923,752.561,1635.469
2024-02-03T05:15:00.000,55.247,0.969,1033.2,1514.008
2024-02-03T05:20:00.000,63.437,1.002,1420.092,1085.784
2024-02-03T05:25:00.000,65.365,0.953,1000.8,1137.716
2024-02-03T05:30:00.000,58.779,0.997,912.841,1726.979
2024-02-03T05:35:00.000,57.751,0.969,1174.273,1976.636
2024-02-03T05:40:00.000,45.535,0.962,591.233,962.598
2024-02-03T05:45:00.000,56.296,0.988,944.514,2265.682
2024-02-03T05:50:00.000,50.153,1.005,557.124,3153.728
2024-02-03T05:55:00.000,51.479,1.001,967.786,1395.789
2024-02-03T06:00:00.000,52.58,0.997,965.164,737.854
2024-02-03T06:05:00.000,53.423,0.87,843.437,892.431
2024-02-03T06:10:00.000,77.901,1.003,1814.599,1771.861
2024-02-03T06:15:00.000,66.619,1.005,1401.009,1042.783
2024-02-03T06:20:00.000,71.664,1.002,1818.128,1265.958
2024-02-03T06:25:00.000,69.162,1.004,1425.177,1022.123
2024-02-03T06:30:00.000,60.951,0.994,986.399,798.835
2024-02-03T06:35:00.000,65.604,1.005,1380.355,1215.998
2024-02-03T06:40:00.000,51.203,0.89,509.278,1389.693
2024-02-03T06:45:00.000,43.256,1.003,625.732,1381.358
2024-02-03T06:50:00.000,61.718,0.905,1138.856,1431.99
2024-02-03T06:55:00.000,65.533,0.907,896.177,3366.382
2024-02-03T07:00:00.000,62.766,0.849,1072.239,1414.984
2024-02-03T07:05:00.000,47.464,0.781,476.691,2060.622
2024-02-04T00:45:00.000,32.37,0.898,319.932,493.24
2024-02-04T00:50:00.000,78.504,1.005,2134.303,924.703
2024-02-04T00:55:00.000,81.993,0.963,2231.27,507.302
2024-02-04T01:00:00.000,78.863,1.004,1991.934,472.167
2024-02-04T01:05:00.000,68.645,1.003,1561.532,413.974
2024-02-04T01:10:00.000,66.143,1.002,1407.416,444.343
2024-02-04T01:15:00.000,45.045,0.85,237.362,1380.763
2024-02-04T01:20:00.000,45.31,0.998,864.768,1449.801
2024-02-04T01:25:00.000,49.043,0.985,901.801,645.218
2024-02-04T01:30:00.000,46.85,0.954,754.778,676.865
2024-02-04T01:35:00.000,39.259,0.968,374.415,605.53
2024-02-04T01:40:00.000,48.86,1.003,1025.331,861.678
2024-02-04T01:45:00.000,43.827,1.002,534.295,354.758
2024-02-04T01:50:00.000,48.668,1.002,900.401,450.736
2024-02-04T01:55:00.000,42.624,0.796,197.991,2248.106
2024-02-04T02:00:00.000,31.748,1.005,242.668,1012.028
2024-02-04T02:05:00.000,26.746,0.942,187.611,851.538
2024-02-04T02:10:00.000,32.88,0.952,405.803,793.094
2024-02-04T02:15:00.000,43.843,0.926,853.593,899.145
2024-02-04T02:20:00.000,48.93,0.939,1001.285,1630.989
2024-02-04T02:25:00.000,45.492,0.994,896.562,781.875
2024-02-04T02:30:00.000,48.801,1.002,845.93,557.946
2024-02-04T02:35:00.000,54.909,1.004,1125.174,443.999
2024-02-04T02:40:00.000,55.659,1.004,975.112,698.301
2024-02-04T02:45:00.000,60.63,1.003,1072.987,712.484
2024-02-04T02:50:00.000,67.689,1.002,1583.335,719.034
2024-02-04T02:55:00.000,62.712,0.983,1233.552,667.93
2024-02-04T03:00:00.000,76.256,1.003,2026.663,692.682
2024-02-04T03:05:00.000,61.317,0.919,1359.737,659.226
2024-02-04T03:10:00.000,32.664,0.947,299.8,1075.655
2024-02-04T03:15:00.000,29.407,1.003,286.326,981.655
2024-02-04T03:20:00.000,17.126,1.002,110.465,556.56
2024-02-04T03:25:00.000,35.621,0.95,497.91,602.375
2024-02-04T03:30:00.000,38.824,0.876,385.772,860.458
2024-02-04T03:35:00.000,48.275,0.846,549.86,912.334
2024-02-04T03:40:00.000,45.523,1.003,762.832,513.894
2024-02-04T03:45:00.000,49.197,1.003,713.207,1470.233
2024-02-04T03:50:00.000,51.754,0.966,799.314,724.455
2024-02-04T03:55:00.000,53.231,0.845,1126.952,1018.943
2024-02-04T04:00:00.000,55.625,0.996,1101.643,630.849
2024-02-04T04:05:00.000,56.497,0.895,1091.51,1067.745
2024-02-04T04:10:00.000,58.515,0.959,759.587,1976.339
2024-02-04T04:15:00.000,59.921,1.001,881.352,2190.912
2024-02-04T04:20:00.000,62.498,1.005,1167.956,771.177
2024-02-04T04:25:00.000,65.288,0.959,1368.061,2251.793
2024-02-04T04:30:00.000,62.975,0.993,1134.12,2678.896
2024-02-04T04:35:00.000,63.678,0.939,1202.665,1002.438
2024-02-04T04:40:00.000,71.333,0.932,1579.116,2760.127
2024-02-04T04:45:00.000,82.885,0.885,1480.541,1298.703
2024-02-04T04:50:00.000,82.174,0.965,2408.226,1977.302
2024-02-04T04:55:00.000,73.442,1.002,2361.293,1475.819
2024-02-04T05:00:00.000,74.446,0.938,1441.829,1299.414
2024-02-04T05:05:00.000,78.841,1.003,1615.582,1612.743
2024-02-04T05:10:00.000,70.13,1.004,1610.916,782.667
2024-02-04T05:15:00.000,69.224,0.99,1387.129,1285.894
2024-02-04T05:20:00.000,57.965,0.932,836.539,2218.364
2024-02-04T05:25:00.000,65.262,1.005,1251.115,976.155
2024-02-04T05:30:00.000,58.381,0.873,769.827,3857.907
2024-02-04T05:35:00.000,73.351,0.847,1294.309,1346.029
2024-02-04T05:40:00.000,62.841,0.928,1089.165,1535.171
2024-02-04T05:45:00.000,67.326,0.908,1374.565,3237.414
2024-02-04T05:50:00.000,73.883,1.0,2037.42,1980.343
2024-02-04T05:55:00.000,76.14,0.965,2030.38,4234.527
2024-02-04T06:00:00.000,74.755,0.971,1458.514,1914.564
2024-02-04T06:05:00.000,64.581,0.93,989.471,3906.711
2024-02-04T06:10:00.000,62.868,0.939,1334.549,3745.232
2024-02-04T06:15:00.000,61.191,0.964,1090.368,1631.529
2024-02-04T06:20:00.000,68.012,1.005,1588.171,1884.847
2024-02-04T06:25:00.000,68.441,1.004,2010.151,1188.039
2024-02-04T06:30:00.000,56.969,0.959,1136.974,961.362
2024-02-04T06:35:00.000,65.881,0.996,1123.761,1319.291
2024-02-04T06:40:00.000,67.678,1.006,1431.583,1065.362
2024-02-04T06:45:00.000,77.029,1.001,2122.521,1111.994
2024-02-04T06:50:00.000,60.226,1.004,895.138,697.379
2024-02-04T06:55:00.000,59.987,0.865,1170.554,1450.952
2024-02-04T07:00:00.000,49.589,0.941,849.453,1865.587
2024-02-04T07:05:00.000,51.01,0.994,752.946,1903.944
2024-02-04T07:10:00.000,59.633,0.932,1211.553,1877.023
2024-02-05T02:40:00.000,44.022,0.866,476.859,1403.117
2024-02-05T02:45:00.000,37.864,0.956,487.292,619.125
2024-02-05T02:50:00.000,43.513,0.999,767.759,338.218
2024-02-05T02:55:00.000,38.897,1.001,465.917,738.613
2024-02-05T03:00:00.000,37.695,1.003,523.968,521.868
2024-02-05T03:05:00.000,34.598,1.003,554.594,326.707
2024-02-05T03:10:00.000,34.609,0.992,434.943,430.691
2024-02-05T03:15:00.000,27.617,1.004,282.731,262.93
2024-02-05T03:20:00.000,29.478,0.996,304.265,209.84
2024-02-05T03:25:00.000,32.407,1.002,405.164,599.202
2024-02-05T03:30:00.000,28.094,0.807,301.475,178.651
2024-02-05T03:35:00.000,17.171,0.952,65.931,272.813
2024-02-05T03:40:00.000,21.148,0.949,185.327,444.714
