minute,rmssd,coverage,hf,lf
2024-02-09T00:00:00.000,61.609,0.998,1236.084,570.615
2024-02-09T00:05:00.000,58.548,1.005,1091.382,726.415
2024-02-09T00:10:00.000,58.98,1.001,1210.11,390.792
2024-02-09T00:15:00.000,53.366,1.005,1001.969,444.664
2024-02-09T00:20:00.000,53.183,1.003,999.577,626.646
2024-02-09T00:25:00.000,53.287,0.887,1177.4,682.646
2024-02-09T00:30:00.000,40.993,0.991,576.072,1705.785
2024-02-09T00:35:00.000,40.655,1.004,575.084,1029.035
2024-02-09T00:40:00.000,40.02,0.936,584.083,927.037
2024-02-09T00:45:00.000,48.015,1.003,1069.523,654.93
2024-02-09T00:50:00.000,49.612,1.002,903.985,487.256
2024-02-09T00:55:00.000,54.12,1.005,989.376,829.713
2024-02-09T01:00:00.000,43.537,0.805,342.79,698.778
2024-02-09T01:05:00.000,48.59,1.001,922.759,586.197
2024-02-09T01:10:00.000,53.45,1.003,884.458,535.732
2024-02-09T01:15:00.000,53.512,1.004,940.361,402.236
2024-02-09T01:20:00.000,51.254,1.005,1009.651,513.526
2024-02-09T01:25:00.000,42.643,0.975,623.507,484.497
2024-02-09T01:30:00.000,44.313,0.964,617.869,552.845
2024-02-09T01:35:00.000,35.129,0.886,305.061,1418.836
2024-02-09T01:40:00.000,32.338,0.929,310.681,1522.161
2024-02-09T01:45:00.000,54.098,0.992,984.968,2609.916
2024-02-09T01:50:00.000,47.46,0.886,481.132,1485.165
2024-02-09T01:55:00.000,35.295,0.899,311.299,619.143
2024-02-09T02:00:00.000,57.407,0.851,1170.448,1595.589
2024-02-09T02:05:00.000,54.645,0.999,995.805,1619.478
2024-02-09T02:10:00.000,56.968,1.002,1364.685,578.861
2024-02-09T02:15:00.000,57.114,1.002,951.263,383.126
2024-02-09T02:20:00.000,56.414,1.004,915.003,752.305
2024-02-09T02:25:00.000,70.66,0.932,1575.549,2323.04
2024-02-09T02:30:00.000,77.539,1.003,1953.305,1612.275
2024-02-09T02:35:00.000,52.358,0.875,716.211,1814.075
2024-02-09T02:40:00.000,65.477,0.987,1637.347,1090.604
2024-02-09T02:45:00.000,49.313,0.842,565.017,1205.72
2024-02-09T02:50:00.000,59.469,0.859,1353.857,1225.165
2024-02-09T02:55:00.000,66.424,0.983,1608.671,1679.652
2024-02-09T03:00:00.000,53.878,0.795,871.452,1836.467
2024-02-09T03:05:00.000,60.751,0.987,1524.531,1715.609
2024-02-09T03:10:00.000,72.408,0.8160000000000001,859.003,1741.784
2024-02-09T03:15:00.000,51.231,0.976,500.352,3275.654
2024-02-09T03:20:00.000,51.834,0.917,623.431,1571.824
2024-02-09T03:25:00.000,58.065,0.899,951.716,1632.941
2024-02-09T03:30:00.000,63.667,0.88,1016.05,1988.18
2024-02-09T03:35:00.000,63.684,0.99,1347.036,543.536
2024-02-09T03:40:00.000,73.041,1.001,1789.733,892.07
2024-02-09T03:45:00.000,79.709,1.005,2074.519,1145.12
2024-02-09T03:50:00.000,73.643,1.003,2138.501,576.699
2024-02-09T03:55:00.000,75.355,1.003,1746.039,1379.721
2024-02-09T04:00:00.000,56.628,0.978,848.048,1280.784
2024-02-09T04:05:00.000,65.352,0.996,1502.746,1042.073
2024-02-09T04:10:00.000,67.365,0.867,1291.007,1778.943
2024-02-09T04:15:00.000,64.292,1.005,1468.011,1407.636
2024-02-09T04:20:00.000,59.096,1.001,1124.194,650.597
2024-02-09T04:25:00.000,58.144,0.89,855.699,1880.012
