minute,rmssd,coverage,hf,lf
2024-02-10T01:55:00.000,50.872,0.734,667.051,492.225
2024-02-10T02:00:00.000,53.234,1.003,851.387,745.912
2024-02-10T02:05:00.000,78.836,0.9410000000000001,1762.107,1743.242
2024-02-10T02:10:00.000,77.676,0.999,1611.799,690.345
2024-02-10T02:15:00.000,65.95,1.002,1369.783,1072.781
2024-02-10T02:20:00.000,64.379,0.888,1161.02,701.6
2024-02-10T02:25:00.000,53.604,0.921,729.78,1621.924
2024-02-10T02:30:00.000,49.421,1.003,660.532,433.458
2024-02-10T02:35:00.000,57.268,1.003,1244.411,667.673
2024-02-10T02:40:00.000,50.455,0.911,871.11,622.291
2024-02-10T02:45:00.000,52.39,0.9580000000000001,1009.7,1463.783
2024-02-10T02:50:00.000,45.991,0.988,760.154,2422.97
2024-02-10T02:55:00.000,31.546,0.975,223.842,1064.055
2024-02-10T03:00:00.000,43.033,0.75,414.862,1216.85
2024-02-10T03:05:00.000,44.592,0.934,557.651,1467.332
2024-02-10T03:10:00.000,54.696,0.918,705.123,2031.276
2024-02-10T03:15:00.000,41.991,0.9460000000000001,445.961,1107.304
2024-02-10T03:20:00.000,51.378,0.997,846.415,1835.583
2024-02-10T03:25:00.000,39.711,0.937,508.3,899.165
2024-02-10T03:30:00.000,50.001,1.001,803.935,1140.349
2024-02-10T03:35:00.000,57.996,1.003,928.592,1768.056
2024-02-10T03:40:00.000,55.241,1.003,1042.354,747.014
2024-02-10T03:45:00.000,75.039,0.995,2237.813,883.558
2024-02-10T03:50:00.000,66.592,1.003,1711.875,853.767
2024-02-10T03:55:00.000,66.63,1.004,1391.699,652.818
2024-02-10T04:00:00.000,66.937,1.001,1702.012,1252.713
2024-02-10T04:05:00.000,59.906,0.914,1219.056,719.753
2024-02-10T04:10:00.000,79.344,0.93,1807.226,1636.493
2024-02-10T04:15:00.000,73.921,0.991,1786.393,717.544
2024-02-10T04:20:00.000,63.765,0.785,771.939,1790.816
2024-02-10T04:25:00.000,73.54,0.887,2176.75,1052.758
2024-02-10T04:30:00.000,71.527,0.837,1822.064,1139.054
2024-02-10T04:35:00.000,65.083,0.989,1327.449,860.209
2024-02-10T04:40:00.000,67.938,0.9410000000000001,1463.672,2983.87
2024-02-10T04:45:00.000,64.457,0.93,870.218,1185.459
2024-02-10T04:50:00.000,65.431,0.912,1414.902,1172.373
2024-02-10T04:55:00.000,53.899,0.9510000000000001,1106.617,1261.43
2024-02-10T05:00:00.000,49.133,1.003,840.588,455.357
2024-02-10T05:05:00.000,47.841,1.003,778.562,382.362
2024-02-10T05:10:00.000,44.377,1.003,658.951,553.089
2024-02-10T05:15:00.000,41.926,1.004,748.663,581.419
2024-02-10T05:20:00.000,40.665,0.989,537.997,348.816
2024-02-10T05:25:00.000,34.853,0.886,313.451,955.956
2024-02-10T05:30:00.000,37.416,0.926,419.89,1779.594
2024-02-10T05:35:00.000,46.198,0.925,591.01,2043.362
2024-02-10T05:40:00.000,54.178,0.89,752.198,3995.62
2024-02-10T05:45:00.000,60.308,0.876,1008.4,1889.531
2024-02-10T05:50:00.000,46.583,0.98,592.678,1685.235
2024-02-10T05:55:00.000,44.612,0.901,826.696,1225.983
2024-02-10T06:00:00.000,58.649,0.9590000000000001,1009.458,1578.51
2024-02-10T06:05:00.000,49.929,0.999,936.126,1540.032
2024-02-10T06:10:00.000,39.83,0.9440000000000001,751.868,5363.059
2024-02-10T06:15:00.000,53.835,0.87,1123.976,933.603
2024-02-10T06:20:00.000,51.276,0.996,916.042,1000.575
2024-02-10T06:25:00.000,44.422,1.0,592.114,1058.701
2024-02-10T06:30:00.000,53.677,0.891,1050.381,1159.006
2024-02-10T06:35:00.000,43.559,1.003,694.804,941.288
2024-02-10T06:40:00.000,47.64,1.003,1042.254,737.883
2024-02-10T06:45:00.000,47.156,1.005,954.502,519.862
2024-02-10T06:50:00.000,48.287,0.895,718.124,1305.339
2024-02-10T06:55:00.000,57.634,0.9410000000000001,782.543,710.245
2024-02-10T07:00:00.000,55.082,0.931,1106.262,1235.048
2024-02-10T07:05:00.000,42.586,0.891,481.7,2033.322
2024-02-10T07:20:00.000,57.892,1.002,628.947,3579.405
2024-02-10T07:25:00.000,45.789,1.004,447.356,714.123
2024-02-10T07:30:00.000,31.196,1.002,152.504,995.524
2024-02-10T07:35:00.000,38.236,0.92,298.366,816.954
