minute,rmssd,coverage,hf,lf
2024-01-06T00:00:00.000,46.572,0.765,509.637,1450.445
2024-01-06T00:05:00.000,70.137,0.936,1520.726,798.493
2024-01-06T00:10:00.000,75.305,1.003,1859.402,689.719
2024-01-06T00:15:00.000,80.516,0.935,2511.893,674.966
2024-01-06T00:20:00.000,70.698,0.921,1628.292,617.869
2024-01-06T00:25:00.000,65.792,1.002,1526.751,670.119
2024-01-06T00:30:00.000,69.926,1.003,1979.848,595.55
2024-01-06T00:35:00.000,67.468,0.997,1764.502,354.147
2024-01-06T00:40:00.000,66.615,1.005,1855.295,190.0
2024-01-06T00:45:00.000,68.247,1.002,1671.831,546.127
2024-01-06T00:50:00.000,68.404,1.002,1864.673,391.84
2024-01-06T00:55:00.000,54.876,0.846,986.363,2149.13
2024-01-06T01:00:00.000,32.71,1.004,305.248,1214.656
2024-01-06T01:05:00.000,41.442,0.909,491.122,1332.739
2024-01-06T01:10:00.000,43.962,0.9580000000000001,624.341,1174.019
2024-01-06T01:15:00.000,42.786,1.003,808.758,560.585
2024-01-06T01:20:00.000,53.767,1.003,1177.781,660.95
2024-01-06T01:25:00.000,55.5,0.996,800.848,1074.565
2024-01-06T01:30:00.000,47.476,0.998,709.905,444.517
2024-01-06T01:35:00.000,47.398,0.847,358.264,2053.258
2024-01-06T01:40:00.000,53.75,1.005,900.871,682.983
2024-01-06T01:45:00.000,61.555,1.004,1535.066,670.889
2024-01-06T01:50:00.000,52.851,0.902,773.68,1416.998
2024-01-06T01:55:00.000,58.133,0.88,800.526,2132.839
2024-01-06T02:00:00.000,77.607,0.809,1198.526,1933.895
2024-01-06T02:25:00.000,61.001,0.838,930.614,1915.448
2024-01-06T02:30:00.000,60.625,0.924,877.85,1173.865
2024-01-06T02:35:00.000,63.812,0.848,1474.393,3251.639
2024-01-06T02:40:00.000,53.669,0.913,724.395,2575.469
2024-01-06T02:55:00.000,76.312,0.905,2312.523,1977.097
2024-01-06T03:00:00.000,50.434,0.883,439.037,1151.965
2024-01-06T03:05:00.000,61.253,0.989,987.926,1501.312
2024-01-06T03:10:00.000,75.184,0.776,1068.994,3019.3
2024-01-06T03:15:00.000,76.435,0.984,1916.057,1760.397
2024-01-06T03:20:00.000,64.76,0.997,1496.427,1956.769
2024-01-06T03:25:00.000,62.555,1.005,1187.819,1053.532
2024-01-06T03:30:00.000,49.383,0.963,809.097,552.63
2024-01-06T03:35:00.000,62.359,1.004,1207.876,626.852
2024-01-06T03:40:00.000,54.983,1.002,876.954,811.638
2024-01-06T03:45:00.000,59.22,1.004,1015.939,557.833
2024-01-06T03:50:00.000,59.957,1.003,1313.413,684.25
2024-01-06T03:55:00.000,66.999,0.763,1276.957,2185.565
2024-01-06T04:00:00.000,60.996,1.004,1335.502,575.328
2024-01-06T04:05:00.000,55.965,0.974,1056.514,853.518
2024-01-06T04:10:00.000,51.264,1.005,976.306,575.084
2024-01-06T04:15:00.000,51.694,0.932,759.775,758.259
2024-01-06T04:20:00.000,55.016,0.92,798.649,2460.345
2024-01-06T04:25:00.000,77.391,0.976,2171.147,3153.484
2024-01-06T04:30:00.000,76.739,0.858,1556.392,2339.827
2024-01-06T04:40:00.000,99.4,0.848,2157.77,3793.754
2024-01-06T04:45:00.000,70.579,0.912,1099.306,1885.074
2024-01-06T04:50:00.000,79.272,0.915,1249.42,930.472
2024-01-06T04:55:00.000,65.084,0.983,902.421,1098.965
2024-01-06T05:00:00.000,75.67,1.003,2241.51,1053.331
2024-01-06T05:05:00.000,57.0,0.9560000000000001,923.702,913.027
2024-01-06T05:10:00.000,62.996,0.961,1246.275,1015.8
2024-01-06T05:15:00.000,65.192,1.004,1334.792,815.283
2024-01-06T05:20:00.000,62.41,0.872,1348.9,843.855
2024-01-06T05:25:00.000,51.172,0.911,543.209,1698.432
2024-01-06T05:30:00.000,48.795,1.002,773.22,1179.941
2024-01-06T05:35:00.000,60.634,0.9410000000000001,925.448,458.97
2024-01-06T05:40:00.000,67.889,1.001,1758.525,1270.87
2024-01-06T05:45:00.000,70.735,0.963,970.339,4191.768
2024-01-06T05:50:00.000,66.197,0.846,1634.182,1652.657
2024-01-06T05:55:00.000,81.152,0.732,1407.031,2840.761
2024-01-06T06:00:00.000,75.814,0.836,1272.763,2132.269
2024-01-06T06:05:00.000,66.119,1.003,1418.695,2621.551
2024-01-06T06:10:00.000,59.345,0.912,803.15,3558.315
2024-01-06T06:15:00.000,66.689,0.909,1038.956,2084.613
2024-01-06T06:20:00.000,70.094,0.918,1673.545,1302.73
2024-01-06T06:25:00.000,70.732,0.9,1466.681,2332.796
2024-01-06T06:30:00.000,55.374,0.9560000000000001,1133.706,811.524
2024-01-06T06:35:00.000,80.25,0.8180000000000001,1411.06,1782.539
2024-01-06T06:40:00.000,57.538,0.912,889.355,1141.973
2024-01-06T06:45:00.000,60.187,0.9580000000000001,1000.327,604.686
2024-01-06T06:50:00.000,64.013,1.005,1412.495,604.012
2024-01-06T06:55:00.000,69.049,1.003,1215.527,1138.121
2024-01-06T07:00:00.000,77.559,0.868,1542.506,2408.622
2024-01-06T07:05:00.000,71.298,1.004,1871.907,1376.043
2024-01-06T07:10:00.000,70.75,0.8130000000000001,992.092,2095.994
2024-01-06T07:15:00.000,52.926,0.789,573.471,1801.927
2024-01-06T07:20:00.000,29.497,0.8320000000000001,202.211,747.39
2024-01-06T07:25:00.000,66.826,0.9390000000000001,1701.176,1369.966
2024-01-06T07:30:00.000,82.289,0.9570000000000001,1441.827,1896.788
2024-01-06T07:35:00.000,82.223,0.9410000000000001,2498.626,1963.335
2024-01-06T07:40:00.000,62.481,0.921,1058.01,3132.239
2024-01-06T07:45:00.000,60.529,0.902,1240.019,1387.426
2024-01-06T07:50:00.000,57.996,0.757,930.296,2036.64
