minute,rmssd,coverage,hf,lf
2024-01-28T00:05:00.000,32.518,0.786,499.914,542.083
2024-01-28T00:15:00.000,50.326,0.882,1646.826,1407.029
2024-01-28T00:20:00.000,57.707,1.004,946.73,1180.852
2024-01-28T00:25:00.000,52.35,1.004,868.012,548.059
2024-01-28T00:30:00.000,55.399,1.003,1082.2,1068.315
2024-01-28T00:35:00.000,57.44,1.003,1030.252,999.241
2024-01-28T00:40:00.000,58.003,1.003,1272.598,333.978
2024-01-28T00:45:00.000,57.179,0.997,1411.129,482.246
2024-01-28T00:50:00.000,64.098,0.866,1235.395,2387.401
2024-01-28T00:55:00.000,56.257,0.933,1169.307,1222.912
2024-01-28T01:00:00.000,57.925,0.98,1247.638,696.401
2024-01-28T01:05:00.000,52.687,0.978,842.884,1298.315
2024-01-28T01:10:00.000,37.993,0.9590000000000001,413.207,1659.465
2024-01-28T01:15:00.000,45.942,0.879,554.505,614.922
2024-01-28T01:20:00.000,48.075,1.003,747.916,582.484
2024-01-28T01:25:00.000,48.126,0.9430000000000001,587.462,725.513
2024-01-28T01:30:00.000,54.159,1.005,867.545,639.68
2024-01-28T01:35:00.000,52.733,1.004,717.881,1205.689
2024-01-28T01:40:00.000,56.889,1.002,1449.61,499.311
2024-01-28T01:45:00.000,51.421,0.995,718.869,762.661
2024-01-28T01:50:00.000,54.327,0.904,616.697,2716.374
2024-01-28T01:55:00.000,46.689,0.857,731.68,1919.707
2024-01-28T02:00:00.000,46.541,0.987,734.234,1214.489
2024-01-28T02:05:00.000,42.174,0.9430000000000001,567.664,385.03
2024-01-28T02:10:00.000,39.652,1.004,563.613,1045.769
2024-01-28T02:15:00.000,41.468,0.993,566.745,438.681
2024-01-28T02:20:00.000,40.34,0.876,433.481,1229.068
2024-01-28T02:25:00.000,51.197,0.9450000000000001,534.49,1652.578
2024-01-28T02:30:00.000,43.495,0.966,432.17,857.271
2024-01-28T02:35:00.000,21.469,1.003,131.712,421.585
2024-01-28T02:55:00.000,72.219,0.985,1686.094,1216.27
2024-01-28T03:00:00.000,66.768,1.005,1513.477,435.461
2024-01-28T03:05:00.000,65.905,1.004,1445.525,446.897
2024-01-28T03:10:00.000,68.642,1.001,1317.965,550.508
2024-01-28T03:15:00.000,67.201,1.003,1245.951,1225.563
2024-01-28T03:20:00.000,71.289,0.988,1919.56,1056.249
2024-01-28T03:25:00.000,68.962,0.968,1476.066,1363.887
2024-01-28T03:30:00.000,54.281,1.002,854.534,1497.036
2024-01-28T03:35:00.000,52.188,1.004,764.899,1064.766
2024-01-28T03:40:00.000,57.107,1.002,1145.359,635.707
2024-01-28T03:45:00.000,43.363,0.934,448.111,404.595
2024-01-28T03:50:00.000,41.265,0.975,470.599,666.849
2024-01-28T03:55:00.000,55.275,0.891,760.735,3101.393
2024-01-28T04:00:00.000,63.846,1.002,1067.917,1628.52
2024-01-28T04:05:00.000,48.645,0.909,663.214,983.343
2024-01-28T04:10:00.000,49.068,0.9500000000000001,523.222,1009.143
2024-01-28T04:15:00.000,55.384,0.9500000000000001,891.878,2594.133
2024-01-28T04:20:00.000,49.294,1.001,859.856,1477.177
2024-01-28T04:25:00.000,44.475,0.965,490.41,1582.131
2024-01-28T04:30:00.000,46.162,0.927,574.816,856.0
2024-01-28T04:35:00.000,36.885,0.895,563.297,885.522
2024-01-28T04:40:00.000,44.5,1.002,900.763,525.067
2024-01-28T04:45:00.000,52.213,0.924,846.997,1343.682
2024-01-28T04:50:00.000,48.149,0.9470000000000001,734.392,1270.586
2024-01-28T04:55:00.000,47.359,1.003,663.157,1415.349
2024-01-28T05:00:00.000,49.561,0.9450000000000001,612.445,3051.058
2024-01-28T05:05:00.000,48.72,1.004,1026.788,1031.422
2024-01-28T05:10:00.000,48.112,0.893,918.854,928.418
2024-01-28T05:15:00.000,48.493,0.892,681.67,1344.807
2024-01-28T05:20:00.000,47.395,0.9450000000000001,683.621,2014.779
2024-01-28T05:25:00.000,45.139,0.882,577.716,687.686
2024-01-28T05:30:00.000,63.064,0.911,1227.971,2163.462
2024-01-28T05:35:00.000,58.166,1.004,721.312,2133.004
2024-01-28T05:40:00.000,44.769,0.995,634.867,2440.526
2024-01-28T05:45:00.000,50.719,0.92,662.064,1992.691
2024-01-28T05:50:00.000,48.051,0.85,942.427,536.342
2024-01-28T05:55:00.000,45.262,1.003,1028.303,989.531
2024-01-28T06:00:00.000,55.205,0.902,597.41,1245.234
2024-01-28T06:05:00.000,66.971,1.003,1320.528,2707.737
2024-01-28T06:10:00.000,54.236,1.004,845.505,1345.123
2024-01-28T06:15:00.000,59.673,1.001,1018.618,824.467
2024-01-28T06:20:00.000,63.042,0.999,1438.088,1484.097
2024-01-28T06:25:00.000,61.199,0.9470000000000001,1120.717,1416.18
2024-01-28T06:45:00.000,74.856,0.9520000000000001,2374.06,1802.911
2024-01-28T23:50:00.000,25.972,0.799,230.141,1840.249
2024-01-28T23:55:00.000,18.348,0.929,97.129,605.42
