minute,rmssd,coverage,hf,lf
2024-01-03T00:00:00.000,79.897,0.936,1901.326,793.447
2024-01-03T00:20:00.000,55.146,0.802,603.012,586.885
2024-01-03T00:25:00.000,66.49,0.987,1403.774,742.867
2024-01-03T00:30:00.000,68.273,0.976,1651.631,1035.307
2024-01-03T00:35:00.000,62.281,1.002,1230.085,952.53
2024-01-03T00:40:00.000,58.056,1.004,932.576,900.256
2024-01-03T00:45:00.000,68.849,1.003,1501.611,652.889
2024-01-03T00:50:00.000,55.208,0.9380000000000001,776.199,916.702
2024-01-03T00:55:00.000,50.684,0.996,918.312,451.387
2024-01-03T01:00:00.000,58.401,0.912,591.269,5172.384
2024-01-03T01:05:00.000,65.933,0.995,1457.583,1656.693
2024-01-03T01:10:00.000,58.114,0.88,679.217,2823.012
2024-01-03T01:15:00.000,56.289,0.933,687.629,1106.568
2024-01-03T01:20:00.000,47.659,1.006,941.358,999.726
2024-01-03T01:25:00.000,49.139,0.875,447.603,710.555
2024-01-03T01:30:00.000,55.554,0.904,1005.82,1425.539
2024-01-03T01:35:00.000,50.911,0.968,884.074,835.989
2024-01-03T01:40:00.000,48.594,0.987,827.037,1178.473
2024-01-03T01:45:00.000,58.531,1.003,965.471,820.346
2024-01-03T01:50:00.000,63.392,0.96,1303.246,571.583
2024-01-03T01:55:00.000,72.712,0.858,1158.859,1154.487
2024-01-03T02:00:00.000,62.574,1.005,960.195,867.46
2024-01-03T02:05:00.000,63.257,1.003,1325.955,405.271
2024-01-03T02:10:00.000,61.897,0.996,1254.725,565.717
2024-01-03T02:15:00.000,61.022,1.001,1080.588,544.914
2024-01-03T02:20:00.000,56.36,0.994,769.579,684.812
2024-01-03T02:25:00.000,61.2,0.891,1034.131,515.937
2024-01-03T02:35:00.000,72.642,0.9460000000000001,1520.338,1059.114
2024-01-03T02:40:00.000,64.824,0.972,895.313,790.22
2024-01-03T02:45:00.000,65.622,0.99,1329.521,550.357
2024-01-03T02:50:00.000,65.657,0.914,1117.099,596.51
2024-01-03T02:55:00.000,65.378,1.005,1672.295,532.878
2024-01-03T03:00:00.000,62.494,0.924,1384.42,543.113
2024-01-03T03:05:00.000,53.726,0.9560000000000001,842.304,2139.852
2024-01-03T03:10:00.000,77.369,0.866,988.419,2633.815
2024-01-03T03:15:00.000,50.531,0.89,530.099,790.008
2024-01-03T03:20:00.000,54.771,0.9500000000000001,1015.419,626.658
2024-01-03T03:25:00.000,62.237,0.865,1310.551,1363.578
2024-01-03T03:30:00.000,63.99,0.9510000000000001,1416.676,1229.388
2024-01-03T03:35:00.000,58.22,1.005,1428.525,1000.413
2024-01-03T03:40:00.000,63.831,1.004,1114.882,1855.015
2024-01-03T03:45:00.000,55.214,1.0,809.578,608.213
2024-01-03T03:50:00.000,67.206,1.004,1297.415,696.829
2024-01-03T03:55:00.000,64.839,0.9500000000000001,908.097,1974.759
2024-01-03T04:00:00.000,61.51,0.999,1106.762,1134.539
2024-01-03T04:05:00.000,69.367,1.003,1393.697,532.381
2024-01-03T04:10:00.000,60.29,0.937,957.02,4283.706
2024-01-03T04:15:00.000,72.733,1.005,1446.531,1097.138
2024-01-03T04:20:00.000,76.033,1.005,1730.77,3827.485
2024-01-03T04:25:00.000,55.731,0.87,623.461,1816.266
2024-01-03T04:30:00.000,67.047,0.995,1309.377,1843.583
2024-01-03T04:35:00.000,65.944,0.8240000000000001,701.624,2636.264
2024-01-03T04:40:00.000,73.343,0.9500000000000001,1408.517,1297.68
2024-01-03T04:45:00.000,79.755,1.004,1518.671,2610.029
2024-01-03T04:50:00.000,79.485,0.961,1972.878,3262.783
2024-01-03T04:55:00.000,75.234,0.966,1905.274,3231.06
2024-01-03T05:00:00.000,81.865,0.9440000000000001,2076.469,2253.72
2024-01-03T05:05:00.000,57.147,0.896,1063.448,1803.806
2024-01-03T05:10:00.000,51.403,0.976,947.614,1071.172
2024-01-03T05:15:00.000,72.453,0.9380000000000001,1746.61,1131.882
2024-01-03T05:20:00.000,70.3,1.004,1281.369,616.981
2024-01-03T05:25:00.000,95.286,0.98,2675.16,803.824
2024-01-03T05:30:00.000,68.852,0.996,1194.607,1071.699
2024-01-03T05:35:00.000,77.079,0.9400000000000001,1985.054,932.322
2024-01-03T05:40:00.000,71.217,1.004,1396.217,1533.877
2024-01-03T05:45:00.000,66.927,0.886,1550.507,1039.393
2024-01-03T05:50:00.000,52.822,0.987,1168.221,1153.994
2024-01-03T05:55:00.000,75.434,1.004,2217.7,1017.375
2024-01-03T06:00:00.000,73.463,0.891,1719.332,2949.653
2024-01-03T06:05:00.000,73.459,0.995,1361.619,831.794
2024-01-03T06:10:00.000,70.223,0.881,1147.35,2565.905
2024-01-03T06:15:00.000,82.54,0.87,1496.085,3010.084
2024-01-03T06:20:00.000,89.653,0.969,2225.279,1330.727
2024-01-03T06:25:00.000,74.237,0.979,1385.496,3997.236
2024-01-03T06:30:00.000,80.038,1.004,1830.429,3088.88
2024-01-03T06:35:00.000,63.218,0.9560000000000001,1469.575,3735.401
2024-01-03T06:40:00.000,58.622,0.9400000000000001,694.297,923.159
2024-01-03T06:45:00.000,61.494,0.877,757.074,3089.942
2024-01-03T06:50:00.000,64.708,0.974,1080.446,1223.856
2024-01-03T06:55:00.000,73.748,0.999,2050.399,911.482
2024-01-03T07:00:00.000,78.546,1.001,2345.543,873.419
2024-01-03T07:05:00.000,73.057,0.993,1432.462,1128.25
2024-01-03T07:10:00.000,69.248,1.006,1287.515,1107.452
2024-01-03T07:15:00.000,79.988,0.966,2496.323,1038.696
2024-01-03T07:20:00.000,71.635,0.913,779.353,3592.999
2024-01-03T07:25:00.000,75.396,1.004,2259.204,1085.094
2024-01-03T07:30:00.000,66.13,0.997,1177.016,1989.946
2024-01-03T07:35:00.000,60.413,0.9580000000000001,939.625,1429.43
2024-01-03T07:40:00.000,63.996,0.929,909.334,1769.981
2024-01-03T07:45:00.000,66.287,0.902,1385.688,1533.706
2024-01-03T07:50:00.000,81.847,0.968,1221.062,1758.586
2024-01-03T07:55:00.000,61.997,0.989,937.801,2003.514
2024-01-03T08:00:00.000,50.023,0.768,364.609,1305.294
2024-01-03T08:05:00.000,30.377,0.9470000000000001,600.33,2825.168
