minute,rmssd,coverage,hf,lf
2023-11-29T00:00:00.000,29.892,0.8320000000000001,286.492,538.636
2023-11-29T00:05:00.000,33.696,0.965,480.149,151.381
2023-11-29T00:10:00.000,38.132,0.997,489.817,430.885
2023-11-29T00:15:00.000,33.334,0.795,235.758,1016.971
2023-11-29T00:20:00.000,39.625,0.996,576.341,490.357
2023-11-29T00:25:00.000,38.935,0.9590000000000001,609.61,541.705
2023-11-29T00:30:00.000,44.13,1.003,753.193,342.484
2023-11-29T00:35:00.000,42.964,0.8310000000000001,524.359,767.411
2023-11-29T00:40:00.000,47.68,1.0,876.16,648.004
2023-11-29T00:45:00.000,52.511,1.003,968.826,664.646
2023-11-29T00:50:00.000,55.182,1.006,1253.701,784.387
2023-11-29T00:55:00.000,49.188,0.897,485.255,1961.67
2023-11-29T01:00:00.000,46.012,1.006,645.567,974.618
2023-11-29T01:05:00.000,51.866,0.895,538.914,4076.319
2023-11-29T01:10:00.000,45.034,0.892,514.038,694.648
2023-11-29T01:15:00.000,39.564,0.971,342.089,640.098
2023-11-29T01:20:00.000,46.033,0.9430000000000001,483.753,662.945
2023-11-29T01:25:00.000,35.187,0.97,311.877,711.207
2023-11-29T01:30:00.000,42.924,0.98,846.647,390.261
2023-11-29T01:35:00.000,38.044,0.859,424.663,390.655
2023-11-29T01:40:00.000,39.416,0.965,399.567,554.833
2023-11-29T01:45:00.000,42.782,0.997,620.21,416.881
2023-11-29T01:50:00.000,44.804,0.9410000000000001,480.58,1280.124
2023-11-29T01:55:00.000,50.7,1.004,841.555,451.051
2023-11-29T02:00:00.000,52.434,1.004,821.6,581.013
2023-11-29T02:05:00.000,50.893,0.912,716.463,941.264
2023-11-29T02:10:00.000,49.373,0.964,876.989,1221.202
2023-11-29T02:15:00.000,51.137,0.914,882.837,855.056
2023-11-29T02:20:00.000,50.462,0.924,1079.481,1839.087
2023-11-29T02:25:00.000,56.461,1.0,1024.708,1138.079
2023-11-29T02:30:00.000,59.897,1.003,1278.995,880.788
2023-11-29T02:35:00.000,60.018,1.003,971.309,833.729
2023-11-29T02:55:00.000,54.139,0.9570000000000001,1162.791,1848.708
2023-11-29T03:00:00.000,58.047,0.9410000000000001,704.853,1653.99
2023-11-29T03:05:00.000,66.81,0.9440000000000001,1791.74,1212.643
2023-11-29T03:10:00.000,58.496,0.911,630.415,2254.687
2023-11-29T03:15:00.000,68.471,0.859,1274.301,2299.201
2023-11-29T03:20:00.000,69.253,0.981,1665.243,2861.542
2023-11-29T03:25:00.000,70.87,1.006,1545.959,846.034
2023-11-29T03:30:00.000,61.887,0.803,686.428,881.845
2023-11-29T03:35:00.000,68.423,0.9590000000000001,975.9,2260.246
2023-11-29T03:40:00.000,65.79,0.848,1037.304,2272.368
2023-11-29T03:45:00.000,63.356,0.889,1080.428,1583.484
2023-11-29T03:50:00.000,66.196,0.864,1429.713,1021.575
2023-11-29T03:55:00.000,70.748,0.933,1419.793,3328.262
2023-11-29T04:00:00.000,53.472,0.989,958.716,1231.168
2023-11-29T04:05:00.000,55.362,0.998,1113.363,464.18
2023-11-29T04:10:00.000,61.44,1.001,1245.777,409.053
2023-11-29T04:15:00.000,61.687,0.977,915.913,780.686
2023-11-29T04:20:00.000,64.272,0.874,1401.395,820.512
2023-11-29T04:25:00.000,51.694,0.937,779.018,1458.469
2023-11-29T04:30:00.000,63.266,0.877,1335.315,734.997
2023-11-29T04:35:00.000,73.903,1.005,1970.401,729.386
2023-11-29T04:40:00.000,77.571,0.995,2111.442,1035.599
2023-11-29T04:45:00.000,72.672,0.909,1611.337,3079.881
2023-11-29T04:50:00.000,60.792,0.908,1151.359,1304.07
2023-11-29T04:55:00.000,75.922,0.857,1097.171,2017.421
2023-11-29T05:00:00.000,53.264,0.9410000000000001,837.491,2389.05
2023-11-29T05:05:00.000,64.441,0.9470000000000001,1219.172,1056.939
2023-11-29T05:10:00.000,58.917,0.9390000000000001,810.853,1329.382
2023-11-29T05:15:00.000,56.378,0.802,555.107,1457.913
2023-11-29T05:20:00.000,75.737,0.892,1524.905,3290.893
2023-11-29T05:25:00.000,54.929,0.9470000000000001,660.155,2111.73
2023-11-29T05:30:00.000,51.966,0.9500000000000001,484.599,1576.496
2023-11-29T05:35:00.000,56.784,0.922,802.906,1613.082
2023-11-29T05:40:00.000,49.732,0.986,608.758,2127.975
2023-11-29T05:45:00.000,44.184,1.005,588.44,669.854
2023-11-29T06:00:00.000,68.422,0.76,1127.948,2432.974
2023-11-29T06:05:00.000,60.849,0.935,1250.343,2056.791
2023-11-29T06:10:00.000,63.332,0.97,1115.267,2776.235
2023-11-29T06:15:00.000,62.429,0.989,1204.588,1768.818
2023-11-29T06:20:00.000,61.527,0.975,1278.498,1815.321
2023-11-29T06:25:00.000,70.229,1.006,1171.971,1313.032
2023-11-29T06:30:00.000,62.095,1.004,1182.081,767.424
2023-11-29T06:35:00.000,53.408,0.854,914.13,1540.727
2023-11-29T06:50:00.000,70.025,0.97,1448.259,1927.171
2023-11-29T06:55:00.000,52.647,0.9380000000000001,583.841,3970.32
