minute,rmssd,coverage,hf,lf
2023-11-28T22:55:00.000,34.451,0.764,202.638,201.403
2023-11-28T23:00:00.000,42.069,0.978,756.015,683.74
2023-11-28T23:05:00.000,44.488,0.988,692.757,746.44
2023-11-28T23:10:00.000,42.763,0.936,625.152,310.95
2023-11-28T23:15:00.000,41.376,1.003,694.951,485.508
2023-11-28T23:20:00.000,39.437,1.004,537.477,381.259
2023-11-28T23:25:00.000,40.289,1.002,568.866,401.599
2023-11-28T23:30:00.000,40.442,1.003,545.941,536.507
2023-11-28T23:35:00.000,34.012,1.003,350.352,358.7
2023-11-28T23:40:00.000,30.98,0.876,312.019,248.155
2023-11-28T23:45:00.000,34.434,0.85,300.293,1388.426
2023-11-28T23:50:00.000,35.808,1.003,537.446,1036.659
2023-11-28T23:55:00.000,31.771,0.974,417.057,662.123
