minute,rmssd,coverage,hf,lf
2023-12-05T00:00:00.000,47.119,1.001,771.31,309.581
2023-12-05T00:05:00.000,46.955,1.002,597.679,450.67
2023-12-05T00:10:00.000,47.525,1.005,695.732,429.149
2023-12-05T00:15:00.000,49.467,0.992,744.62,506.354
2023-12-05T00:20:00.000,44.796,0.924,495.113,2768.506
2023-12-05T00:25:00.000,58.223,1.005,1188.619,387.754
2023-12-05T00:30:00.000,49.151,1.004,583.576,382.749
2023-12-05T00:35:00.000,45.58,0.839,392.548,4243.391
2023-12-05T00:40:00.000,41.372,0.981,610.244,712.743
2023-12-05T00:45:00.000,31.439,0.897,292.512,729.662
2023-12-05T00:50:00.000,44.47,1.003,775.543,1084.648
2023-12-05T00:55:00.000,46.067,0.8,755.174,796.311
2023-12-05T01:15:00.000,50.592,0.931,722.994,704.074
2023-12-05T01:20:00.000,54.762,0.996,896.582,1050.986
2023-12-05T01:25:00.000,48.108,0.968,593.01,842.434
2023-12-05T01:30:00.000,45.582,1.002,583.243,973.548
2023-12-05T01:35:00.000,50.214,1.005,768.295,349.61
2023-12-05T01:40:00.000,50.348,1.004,825.096,353.813
2023-12-05T01:45:00.000,50.572,1.004,797.271,331.646
2023-12-05T01:50:00.000,49.583,0.994,841.055,512.436
2023-12-05T01:55:00.000,57.394,1.004,1184.475,356.919
2023-12-05T02:00:00.000,35.979,0.851,216.205,436.976
2023-12-05T02:05:00.000,39.801,0.996,288.715,869.767
2023-12-05T02:10:00.000,43.672,0.982,479.528,2307.012
2023-12-05T02:15:00.000,33.028,1.004,206.342,365.839
2023-12-05T02:20:00.000,63.703,0.889,1457.834,1252.275
2023-12-05T02:25:00.000,50.921,0.849,1080.177,2689.056
2023-12-05T02:30:00.000,50.56,1.0,988.71,651.332
2023-12-05T02:35:00.000,46.458,1.005,614.489,625.159
2023-12-05T02:40:00.000,49.663,1.003,849.242,389.873
2023-12-05T02:45:00.000,49.202,0.996,787.29,470.036
2023-12-05T02:50:00.000,51.707,0.998,812.211,737.754
2023-12-05T02:55:00.000,44.056,1.001,623.288,675.962
2023-12-05T03:15:00.000,57.376,0.876,768.674,1502.798
2023-12-05T03:20:00.000,63.311,0.909,1110.135,1279.174
2023-12-05T03:25:00.000,62.702,0.986,994.729,2981.047
2023-12-05T03:30:00.000,57.722,1.004,1023.459,582.478
2023-12-05T03:35:00.000,61.461,1.004,1386.414,537.989
2023-12-05T03:40:00.000,67.431,1.004,1679.781,1820.491
2023-12-05T03:45:00.000,51.092,1.003,789.376,2055.411
2023-12-05T03:50:00.000,59.11,0.987,926.686,1006.967
2023-12-05T03:55:00.000,56.854,0.74,834.263,1442.253
2023-12-05T04:00:00.000,70.62,0.925,1214.116,1514.293
2023-12-05T04:05:00.000,64.122,0.874,1601.348,1893.276
2023-12-05T04:10:00.000,37.976,1.004,458.195,694.062
2023-12-05T04:15:00.000,52.877,0.843,786.748,2101.379
2023-12-05T04:20:00.000,55.603,0.971,1228.913,945.927
2023-12-05T04:25:00.000,34.769,0.9400000000000001,428.488,583.108
2023-12-05T04:30:00.000,47.743,0.928,707.437,567.351
2023-12-05T04:35:00.000,56.291,0.812,564.968,619.677
2023-12-05T04:40:00.000,97.762,1.003,3235.0,946.771
2023-12-05T04:45:00.000,88.339,0.992,2204.345,1064.285
2023-12-05T04:50:00.000,85.415,1.005,2777.958,604.006
2023-12-05T05:05:00.000,48.509,0.9440000000000001,624.763,1047.412
2023-12-05T05:10:00.000,54.067,0.983,1000.176,732.323
2023-12-05T05:15:00.000,57.669,0.863,1184.825,1340.787
2023-12-05T05:20:00.000,56.399,0.9520000000000001,1263.479,1351.509
2023-12-05T05:25:00.000,68.271,0.771,1064.971,1891.124
