minute,rmssd,coverage,hf,lf
2023-12-10T00:00:00.000,22.712,0.924,165.632,332.061
2023-12-10T00:05:00.000,22.224,0.803,120.778,296.097
2023-12-10T00:10:00.000,25.363,1.003,246.174,126.146
2023-12-10T00:15:00.000,30.16,1.002,371.096,155.919
2023-12-10T00:20:00.000,29.885,1.003,430.03,196.078
2023-12-10T00:25:00.000,29.845,0.923,255.201,336.478
2023-12-10T00:30:00.000,37.51,1.004,450.287,469.926
2023-12-10T00:35:00.000,38.671,0.9380000000000001,619.77,419.75
2023-12-10T00:40:00.000,37.505,1.002,419.606,1194.81
2023-12-10T00:45:00.000,43.925,1.004,752.77,420.049
2023-12-10T00:50:00.000,38.402,1.002,474.615,327.398
2023-12-10T00:55:00.000,39.909,0.87,673.004,320.103
2023-12-10T01:00:00.000,33.946,0.972,250.528,1534.531
2023-12-10T01:05:00.000,28.87,0.922,251.765,643.146
2023-12-10T01:10:00.000,28.93,0.995,248.352,576.11
2023-12-10T01:15:00.000,36.516,0.972,357.826,612.138
2023-12-10T01:20:00.000,37.576,1.005,626.651,688.24
2023-12-10T01:25:00.000,29.393,1.004,291.181,621.314
2023-12-10T01:50:00.000,37.083,0.776,539.933,962.227
2023-12-10T01:55:00.000,33.652,1.003,363.254,345.804
2023-12-10T02:00:00.000,36.06,1.004,493.889,351.968
2023-12-10T02:05:00.000,36.026,1.002,420.972,232.493
2023-12-10T02:10:00.000,38.114,1.002,565.557,410.527
2023-12-10T02:15:00.000,35.537,0.711,339.422,1058.507
2023-12-10T02:30:00.000,33.955,0.8220000000000001,221.559,609.703
2023-12-10T02:35:00.000,29.12,0.992,285.019,498.305
2023-12-10T02:40:00.000,35.494,0.905,309.373,1099.994
2023-12-10T02:45:00.000,26.427,0.981,126.359,631.599
2023-12-10T02:50:00.000,35.552,0.931,446.765,668.514
2023-12-10T02:55:00.000,34.694,0.973,401.047,589.569
2023-12-10T03:00:00.000,37.656,1.001,459.467,715.667
2023-12-10T03:05:00.000,40.254,0.983,537.925,234.451
2023-12-10T03:10:00.000,47.539,0.996,776.446,383.426
2023-12-10T03:15:00.000,51.701,0.9380000000000001,799.51,552.213
2023-12-10T03:20:00.000,47.816,1.003,733.504,763.979
2023-12-10T03:25:00.000,49.094,1.003,723.117,545.348
2023-12-10T03:30:00.000,51.771,0.9390000000000001,648.415,1082.283
2023-12-10T03:35:00.000,56.861,1.003,1228.713,1025.942
2023-12-10T03:40:00.000,55.114,0.995,1147.959,561.956
2023-12-10T03:45:00.000,56.659,1.0,1143.788,742.746
2023-12-10T03:50:00.000,51.447,1.005,889.543,546.1
2023-12-10T03:55:00.000,52.932,1.003,970.612,743.493
2023-12-10T04:00:00.000,54.658,0.787,708.215,1832.645
2023-12-10T04:05:00.000,54.868,0.971,840.146,1823.001
2023-12-10T04:10:00.000,61.64,0.729,790.679,1717.676
2023-12-10T04:15:00.000,83.232,0.725,2017.373,2514.357
2023-12-10T04:20:00.000,71.482,0.93,1477.402,3579.94
2023-12-10T04:25:00.000,65.197,0.9500000000000001,1055.685,3777.188
2023-12-10T04:30:00.000,89.896,0.9590000000000001,1791.706,1230.11
2023-12-10T04:35:00.000,34.184,1.005,237.807,636.721
2023-12-10T04:40:00.000,30.299,0.782,164.778,260.703
2023-12-10T05:05:00.000,69.567,0.9530000000000001,1644.439,1486.753
2023-12-10T05:10:00.000,54.403,0.899,617.379,869.336
2023-12-10T05:15:00.000,58.039,0.975,1031.954,819.893
2023-12-10T05:20:00.000,49.869,0.9590000000000001,817.603,587.441
2023-12-10T05:25:00.000,56.272,1.002,969.092,748.15
2023-12-10T05:40:00.000,50.752,0.918,711.86,958.814
2023-12-10T05:45:00.000,61.226,0.972,1177.15,1502.191
2023-12-10T05:50:00.000,50.962,0.911,757.691,1061.806
2023-12-10T06:00:00.000,37.042,0.987,316.423,1293.682
2023-12-10T06:05:00.000,34.172,0.982,354.812,1233.177
2023-12-10T06:15:00.000,64.326,0.752,931.959,3207.108
2023-12-10T06:20:00.000,34.161,0.98,337.212,1082.879
2023-12-10T06:25:00.000,35.231,0.929,573.221,1283.646
2023-12-10T06:30:00.000,39.247,0.97,333.915,818.118
2023-12-10T06:35:00.000,39.781,0.9480000000000001,487.416,1195.199
2023-12-10T06:40:00.000,39.731,1.002,468.99,1259.391
2023-12-10T06:45:00.000,33.994,1.004,333.047,736.607
2023-12-10T06:50:00.000,37.965,1.003,707.082,1335.037
2023-12-10T06:55:00.000,38.276,1.003,490.492,819.993
2023-12-10T07:00:00.000,34.366,1.002,395.131,523.824
2023-12-10T07:05:00.000,39.704,0.719,451.327,1346.103
2023-12-10T07:10:00.000,48.615,0.998,992.653,538.498
2023-12-10T07:15:00.000,45.183,0.8130000000000001,530.566,972.515
2023-12-10T07:20:00.000,37.973,0.856,380.052,1080.664
2023-12-10T07:25:00.000,36.834,1.004,322.666,1523.82
2023-12-10T07:30:00.000,40.612,0.9420000000000001,484.519,1714.037
2023-12-10T07:35:00.000,35.38,0.962,434.406,1164.816
2023-12-10T07:40:00.000,25.615,1.004,177.605,526.17
